Subsystem;FlagDR;Name;Role;Module1;Module2;Module3;
Rhamnose and rhamnosides utilization HMP;1;RhaG;Predicted L-rhamnose ABC transporter, transmembrane component 1;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhaH;Predicted L-rhamnose ABC transporter, transmembrane component 2;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhaJ;Predicted L-rhamnose ABC transporter, ATP-binding component;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhiT;Rhamnogalacturonide transporter RhiT;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhiA;Predicted rhamnogalacturonide-specific TRAP-type transporter, substrate-binding component RhiA;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhiB;Predicted rhamnogalacturonide-specific TRAP-type transporter, small transmembrane component RhiB;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhiC;Predicted rhamnogalacturonide-specific TRAP-type transporter, large transmembrane component RhiC;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhaP;Pedicted L-rhamnose permease, NCS1 Family;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhaW1;Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization (EC 1.2.1.22);Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides catabolism;
Rhamnose and rhamnosides utilization HMP;1;RamT;Predicted rhamnosides transporter RamT;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhaW2;Predicted lactaldehyde dehydrogenase (EC 1.2.1.22);Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides catabolism;
Rhamnose and rhamnosides utilization HMP;1;RamA;alpha-L-rhamnosidase (EC 3.2.1.40);Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides catabolism;
Rhamnose and rhamnosides utilization HMP;1;RhaM2;L-rhamnose mutarotase (EC 5.1.3.32);Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides catabolism;
Rhamnose and rhamnosides utilization HMP;1;RamU;Putatuve rhamnooligosaccharide ABC transporter, ATP-binding protein;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RamV;Putatuve rhamnooligosaccharide ABC transporter, permease protein 1;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RamW;Putatuve rhamnooligosaccharide ABC transporter, permease protein 2;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RamX;Putatuve rhamnooligosaccharide ABC transporter, substrate-binding protein;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;0;RhaR1;Transcriptional regulator of rhamnose utilization, AraC family;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides regulation;
Rhamnose and rhamnosides utilization HMP;0;RhmR;Predicted rhamnonate utilization transcriptional regulator, GntR family;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides regulation;
Rhamnose and rhamnosides utilization HMP;1;RamV2;Predicted rhamnose oligosaccharide ABC transport system, permease component;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RamW2;Predicted rhamnose oligosaccharide ABC transport system, permease component 2;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RamX2;Predicted rhamnose oligosaccharide ABC transport system, substrate-binding component;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides uptake;
Rhamnose and rhamnosides utilization HMP;1;RhaW;Lactaldehyde dehydrogenase involved in rhamnose utilization (EC 1.2.1.22);Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides catabolism;
Rhamnose and rhamnosides utilization HMP;0;RhaR2;Transcriptional regulator of rhamnose utilization, DeoR family;Carbohydrate metabolism;Rhamnose and Rhamnosides utilization;Rhamnose and Rhamnosides regulation;
Ribose utilization HMP;1;RbsD;D-ribose pyranase (EC 5.4.99.62);Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose catabolism;
Ribose utilization HMP;1;RbsK;Ribokinase (EC 2.7.1.15);Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose catabolism;
Ribose utilization HMP;1;RbsA;Ribose ABC transport system, ATP-binding protein RbsA (TC 3.A.1.2.1);Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;RbsB;Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1);Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;RbsC;Ribose ABC transport system, permease protein RbsC (TC 3.A.1.2.1);Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;FruE_bif;Bifidobacterial fructose/xylose/ribose ABC transporter, substrate-binding protein FruE;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;FruF_bif;Bifidobacterial fructose/xylose/ribose ABC transporter, permease protein FruF;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;FruG_bif;Bifidobacterial fructose/xylose/ribose ABC transporter, permease protein FruG;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;FruK_bif;Bifidobacterial fructose/xylose/ribose ABC transporter, ATPase protein FruK;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;RbsU;Putative ribose uptake protein RbsU, GRP transporter family (TC 2.A.7.5);Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;RbsT;Predicted ribose permease, FHS family;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;RusT;D-ribose transporter, DMT family;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;1;RbsP;Predicted ribose-specific PTS system, IIBC components;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose uptake;
Ribose utilization HMP;0;RusC;RusC, outer membrane protein involved in nucleoside binding;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside catabolism;
Ribose utilization HMP;0;RusD;RusD, outer membrane protein involved in nucleoside binding;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside catabolism;
Ribose utilization HMP;0;IunH;Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1);Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside catabolism;
Ribose utilization HMP;0;IunK;Predicted ribokinase, in cluster with nucleoside hydrolase, PfkB family;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside catabolism;
Ribose utilization HMP;0;UP;Uridine phosphorylase (EC 2.4.2.3);Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside catabolism;
Ribose utilization HMP;0;IunT;Predicted nucleoside transporter, DcuC family;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside uptake;
Ribose utilization HMP;0;NupC;Nucleoside permease NupC;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside uptake;
Ribose utilization HMP;0;IunX;Predicted nucleoside transporter, MFS family;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside uptake;
Ribose utilization HMP;0;NupA;Nucleoside ABC transporter, ATP-binding protein;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside uptake;
Ribose utilization HMP;0;NupB;Nucleoside ABC transporter, permease protein 1;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside uptake;
Ribose utilization HMP;0;NupF;Nucleoside ABC transporter, permease protein 2;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside uptake;
Ribose utilization HMP;0;NupG;Nucleoside ABC transporter, periplasmic nucleoside-binding protein;Carbohydrate metabolism;Ribose and Nucleoside utilization;Nucleoside uptake;
Ribose utilization HMP;0;RbsR;Ribose operon repressor;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose regulation;
Ribose utilization HMP;0;RusR;Predicted transcriptional activator of D-ribose utilization operon;Carbohydrate metabolism;Ribose and Nucleoside utilization;Ribose regulation;
Gluconate utilization HMP;1;GntK;Gluconokinase (EC 2.7.1.12);Carbohydrate metabolism;Gluconate utilization;Gluconate catabolism;
Gluconate utilization HMP;1;Gnd;6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44);Carbohydrate metabolism;Gluconate utilization;Gluconate catabolism;
Gluconate utilization HMP;1;GntP;Gluconate permease;Carbohydrate metabolism;Gluconate utilization;Gluconate uptake;
Gluconate utilization HMP;1;GntP2;Gluconate permease, Bsu4004 homolog;Carbohydrate metabolism;Gluconate utilization;Gluconate catabolism;
Gluconate utilization HMP;1;GntT;High-affinity gluconate transporter GntT;Carbohydrate metabolism;Gluconate utilization;Gluconate uptake;
Gluconate utilization HMP;1;GntT2;Gluconate transporter family protein;Carbohydrate metabolism;Gluconate utilization;Gluconate uptake;
Gluconate utilization HMP;1;GntU;Low-affinity gluconate/H+ symporter GntU;Carbohydrate metabolism;Gluconate utilization;Gluconate catabolism;
Gluconate utilization HMP;1;TRAPlp;Predicted TRAP-type gluconate transport system, large permease component;Carbohydrate metabolism;Gluconate utilization;Gluconate catabolism;
Gluconate utilization HMP;1;TRAPsp;Predicted TRAP-type gluconate transport system, small permease component;Carbohydrate metabolism;Gluconate utilization;Gluconate catabolism;
Gluconate utilization HMP;1;TRAPsbp;TRAP-type transport system, periplasmic component, predicted glutamate-binding protein;Carbohydrate metabolism;Gluconate utilization;Gluconate catabolism;
Gluconate utilization HMP;0;GntR2;Transcriptional regulator for gluconate utilization, GntR family;Carbohydrate metabolism;Gluconate utilization;Gluconate regulation;
Gluconate utilization HMP;0;GntR;Gluconate operon transcriptional repressor;Carbohydrate metabolism;Gluconate utilization;Gluconate regulation;
Gluconate utilization HMP;0;GntR1;Gluconate utilization system Gnt-I transcriptional repressor;Carbohydrate metabolism;Gluconate utilization;Gluconate regulation;
Maltose and Maltodextrin utilization HMP;1;GalM;Aldose 1-epimerase (EC 5.1.3.3);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;Pgm;Beta-phosphoglucomutase (EC 5.4.2.6);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;AldM;Maltose epimerase (EC 5.1.3.21);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;GlvA;PTS system, maltose and glucose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;GlvB;PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;GlvC;PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MalE;Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MalF;Maltose/maltodextrin ABC transporter, permease protein MalF;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MalG;Maltose/maltodextrin ABC transporter, permease protein MalG;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MdxE;Maltodextrin ABC transporter, substrate-binding protein MdxE;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MdxF;Maltodextrin ABC transporter, permease protein MdxF;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MdxG;Maltodextrin ABC transporter, permease protein MdxG;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MalK;Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MxmX;Maltodextrin ABC transporter, ATP-binding protein MsmX;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;SusCm;SusC, outer membrane protein involved in maltodextrin utilization;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;SusDm;SusD, outer membrane protein involved in maltodextrin utilization;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MalM;Maltose operon periplasmic protein MalM;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MalT;Predicted maltose transporter, MFS family;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;MalY;Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin uptake;
Maltose and Maltodextrin utilization HMP;1;Agl3;Broad specificity exo-alpha-glucosidase, GH13;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;MelD;Exo-alpha-(1-2/1-3/1-4)-glucosidase, GH13;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;Agl1;Exo-alpha-(1-6)-glucosidase, GH13;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;AglA;Alpha-glucosidase (EC 3.2.1.20);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;MalL;Oligo-1,6-glucosidase (EC 3.2.1.10);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;AmyA;Alpha-amylase (EC 3.2.1.1);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;AmyAc;Cytoplasmic alpha-amylase (EC 3.2.1.1);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;MalS;Periplasmic alpha-amylase (EC 3.2.1.1);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;ApuB_bif;Extracellular type II bifunctional pullulanase, GH13;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;PulA;Pullulanase (EC 3.2.1.41);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;PulB;Starch debranching enzyme, pullulanase (EC 3.2.1.142);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;NplT;Neopullulanase (EC 3.2.1.135);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;GlgX;Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;MalP;Maltose phosphorylase (EC 2.4.1.8);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;MalP2;Maltodextrin phosphorylase (EC 2.4.1.1);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;GlgP;Glycogen phosphorylase (EC 2.4.1.1);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;Gde;Glycogen debranching enzyme-related protein;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;Gde2;Glycogen debranching enzyme (EC 3.2.1.-);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;MalQ;4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;MalZ;Maltodextrin glucosidase (EC 3.2.1.20);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;Cga;Glucoamylase (EC 3.2.1.3);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;SusA;Alpha-amylase (Neopullulanase) SusA (EC 3.2.1.135);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;SusB;Alpha-glucosidase SusB (EC 3.2.1.20);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;SusB2;Glucan 1,4-alpha-glucosidase (EC 3.2.1.3);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;GlvG;Maltose-6'-phosphate glucosidase (EC 3.2.1.122);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;Gaa;Glucan 1,3-alpha-glucosidase (EC 3.2.1.84);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;DexA;Dextranase (EC 3.2.1.11);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;1;DexB;Glucan 1,6-alpha-glucosidase (EC 3.2.1.70);Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin catabolism;
Maltose and Maltodextrin utilization HMP;0;MalR;Maltose operon transcriptional repressor MalR, LacI family;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin regulation;
Maltose and Maltodextrin utilization HMP;0;MalR2;Transcriptional activator of maltose regulon, MalT;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin regulation;
Maltose and Maltodextrin utilization HMP;0;MalR3;Maltose operon antiterminator, BglG family;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin regulation;
Maltose and Maltodextrin utilization HMP;0;MalR6;Maltodextrin utilization transcriptional regulator MalR6, LacI family;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin regulation;
Maltose and Maltodextrin utilization HMP;0;MalR7;Predicted transcriptional regulator of maltodextrin utilization, GntR family;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin regulation;
Maltose and Maltodextrin utilization HMP;0;MalR8;Maltose operon transcriptional regulator, RpiR family;Carbohydrate metabolism;Maltose and Maltodextrin utilization;Maltose and Maltodextrin regulation;
Sucrose and Fructosides utilization HMP;1;ScrK;Fructokinase (EC 2.7.1.4);Carbohydrate metabolism;Polyol utilization;"Mannitol catabolism; Sorbitol catabolism";
Sucrose and Fructosides utilization HMP;1;ScrP;Sucrose phosphorylase (EC 2.4.1.7);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;CscA;Sucrase (EC 3.2.1.26);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;ScrB1;Sucrose-6-phosphate hydrolase (EC 3.2.1.B3);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;ScrB2;Sucrose-6-phosphate hydrolase (EC 3.2.1.26);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;BfrA;Exo-beta-(2-1/2-6)-fructofuranosidase, GH32;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;CscA2;Exo-beta-(2-1/2-6)-fructofuranosidase 2, GH32;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;BfrA2;Exo-beta-fructofuranosidase, GH32;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;BfrA_old;beta-fructofuranosidase (EC 3.2.1.26);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;SacC;Levanase (EC 3.2.1.65);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;AmyS;Amylosucrase (EC 2.4.1.4);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;Ift;Inulin fructotransferase (DFA-I-forming)( EC:4.2.2.17 );Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides catabolism;
Sucrose and Fructosides utilization HMP;1;ScrAa;PTS system, sucrose-specific IIA component (EC 2.7.1.69);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrAb;PTS system, sucrose-specific IIB component (EC 2.7.1.69);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrAc;PTS system, sucrose-specific IIC component (EC 2.7.1.69);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrAa1;PTS system, sucrose-specific IIA component (EC 2.7.1.211);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrAb1;PTS system, sucrose-specific IIB component (EC 2.7.1.211);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrAc1;PTS system, sucrose-specific IIC component (EC 2.7.1.211);Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;FruP;Predicted fructose transporter;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Sucrose and Fructosides utilization HMP;1;CscB;Sucrose permease, major facilitator superfamily;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Sucrose and Fructosides utilization HMP;1;ScrT;Predicted sucrose permease, DHA1 family;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Sucrose and Fructosides utilization HMP;1;ScrT2;Predicted sucrose/fructosides ABC transporter, substrate-binding protein;Carbohydrate metabolism;Fructose utilization;Fructose uptake;
Sucrose and Fructosides utilization HMP;1;ScrX;Predicted sucrose ABC transporter, membrane-spanning permease protein ScrX;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrY;Predicted sucrose ABC transporter, membrane-spanning permease protein ScrY;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrZ;Predicted sucrose ABC transporter, substrate-binding protein ScrZ;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrX2;Predicted sucrose ABC transporter, membrane-spanning permease protein;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;ScrZ2;Predicted sucrose ABC transporter, substrate-binding protein;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;BfrE;Predicted fructosides ABC transporter, permease protein BfrE;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;BfrG;Predicted fructosides ABC transporter, permease protein BfrG;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;BfrF;Predicted fructosides ABC transporter, substrate-binding protein BfrF;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;BfrH;Predicted fructosides ABC transporter, ATPase protein BfrH;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
Sucrose and Fructosides utilization HMP;1;BfrX;Predicted fructosides ABC transporter, substrate-binding protein;Carbohydrate metabolism;Sucrose and Fructooligosaccharides utilization;Sucrose and Fructooligosaccharides uptake;
